batch_idx,loss,accuracy,time_ms
1,0.372379,84.3750,514.76
2,0.276986,92.1875,572.74
3,0.592832,79.6875,551.80
4,0.342842,85.9375,519.88
5,0.333378,90.6250,575.56
6,0.290284,90.6250,499.79
7,0.350042,85.9375,546.28
8,0.202733,93.7500,634.18
9,0.294638,90.6250,525.00
10,0.452913,87.5000,472.32
11,0.372670,85.9375,492.30
12,0.326080,85.9375,559.87
13,0.236397,92.1875,478.81
14,0.300998,89.0625,537.84
15,0.347439,89.0625,503.12
16,0.624378,79.6875,494.99
17,0.386742,87.5000,526.61
18,0.245101,92.1875,487.99
19,0.291854,89.0625,489.42
20,0.179104,93.7500,556.74
21,0.300322,85.9375,476.65
22,0.379403,89.0625,507.81
23,0.757308,73.4375,494.49
24,0.274540,90.6250,479.21
25,0.282643,89.0625,509.28
26,0.607107,82.8125,495.62
27,0.534271,84.3750,484.16
28,0.368389,92.1875,517.50
29,0.436241,81.2500,486.59
30,0.331222,85.9375,571.66
31,0.349401,90.6250,534.61
32,0.218719,90.6250,477.08
33,0.292253,90.6250,496.23
34,0.306360,90.6250,529.58
35,0.292114,90.6250,512.91
36,0.368418,85.9375,536.80
37,0.254116,93.7500,477.64
38,0.213771,96.8750,498.09
39,0.394768,87.5000,550.68
40,0.147144,96.8750,488.08
41,0.490931,89.0625,541.62
42,0.473742,87.5000,471.63
43,0.426604,85.9375,504.31
44,0.382793,87.5000,530.91
45,0.281738,92.1875,489.43
46,0.346375,87.5000,491.10
47,0.275383,85.9375,559.37
48,0.126638,96.8750,549.48
49,0.273676,89.0625,534.46
50,0.473336,87.5000,481.14
51,0.280358,89.0625,480.39
52,0.231748,92.1875,517.58
53,0.639262,85.9375,472.40
54,0.709752,82.8125,476.91
55,0.212165,93.7500,557.07
56,0.358707,87.5000,483.99
57,0.288370,90.6250,543.70
58,0.367090,89.0625,488.52
59,0.554807,85.9375,491.73
60,0.346388,90.6250,553.87
61,0.188141,95.3125,474.47
62,0.331105,85.9375,511.68
63,0.383730,85.9375,547.43
64,0.478303,82.8125,486.35
65,0.236233,92.1875,493.22
66,0.347847,87.5000,494.29
67,0.228273,92.1875,489.88
