batch_idx,loss,accuracy,time_ms
1,0.407656,90.6250,543.11
2,0.243146,92.1875,502.18
3,0.329077,89.0625,503.19
4,0.266746,89.0625,550.14
5,0.313836,87.5000,506.09
6,0.380631,90.6250,589.67
7,0.262988,93.7500,508.05
8,0.137085,95.3125,509.77
9,0.243244,87.5000,543.72
10,0.282026,89.0625,499.77
11,0.292776,89.0625,484.11
12,0.211416,92.1875,547.69
13,0.197821,95.3125,469.51
14,0.260088,90.6250,493.01
15,0.147737,95.3125,539.92
16,0.331533,89.0625,493.93
17,0.389237,90.6250,565.81
18,0.274177,87.5000,484.14
19,0.341672,92.1875,484.40
20,0.126446,96.8750,564.08
21,0.230558,90.6250,481.22
22,0.246182,90.6250,492.49
23,0.526529,85.9375,514.07
24,0.258310,87.5000,472.66
25,0.171542,92.1875,515.03
26,0.532069,82.8125,476.23
27,0.487681,85.9375,507.14
28,0.180216,92.1875,526.30
29,0.477219,85.9375,469.73
30,0.193532,93.7500,471.57
31,0.437444,90.6250,518.91
32,0.291940,85.9375,473.74
33,0.217494,93.7500,494.55
34,0.336780,89.0625,508.75
35,0.158213,92.1875,475.49
36,0.409411,84.3750,503.32
37,0.174781,93.7500,496.85
38,0.177935,95.3125,477.35
39,0.353856,89.0625,519.00
40,0.228686,90.6250,552.64
41,0.346034,90.6250,626.13
42,0.360865,90.6250,693.53
43,0.562406,87.5000,486.51
44,0.380733,87.5000,579.73
45,0.193714,93.7500,491.55
46,0.338756,92.1875,491.38
47,0.347829,87.5000,505.27
48,0.106939,96.8750,479.91
49,0.197655,93.7500,505.66
50,0.331359,92.1875,592.98
51,0.282902,90.6250,514.35
52,0.216325,93.7500,522.07
53,0.376299,92.1875,471.79
54,0.600917,84.3750,472.22
55,0.323324,90.6250,552.06
56,0.319869,89.0625,530.13
57,0.295403,93.7500,522.96
58,0.358383,89.0625,499.21
59,0.203197,93.7500,482.47
60,0.274118,89.0625,525.07
61,0.265587,89.0625,473.19
62,0.201269,93.7500,469.11
63,0.230091,95.3125,546.21
64,0.389900,87.5000,463.39
65,0.303448,90.6250,477.77
66,0.268580,93.7500,519.44
67,0.172003,95.3125,478.95
68,0.403131,85.9375,526.26
69,0.408762,90.6250,490.93
70,0.307615,85.9375,476.69
71,0.313665,89.0625,581.70
72,0.302232,87.5000,487.28
73,0.380264,85.9375,490.42
74,0.156364,95.3125,563.78
75,0.219471,90.6250,558.30
76,0.357221,90.6250,533.35
77,0.187670,95.3125,492.71
78,0.499599,90.6250,480.14
79,0.240073,92.1875,528.60
80,0.266775,92.1875,480.02
81,0.475277,84.3750,494.80
82,0.172395,95.3125,553.44
83,0.125997,96.8750,477.07
84,0.355549,90.6250,500.15
85,0.213263,95.3125,507.23
86,0.241797,92.1875,479.65
87,0.268465,92.1875,535.40
88,0.439082,85.9375,475.02
89,0.201075,92.1875,478.86
90,0.417487,85.9375,516.39
91,0.257987,92.1875,484.59
92,0.169896,93.7500,472.95
93,0.569285,87.5000,546.72
94,0.285374,89.0625,491.06
95,0.419085,82.8125,559.04
96,0.176621,96.8750,488.56
97,0.354760,85.9375,518.23
98,0.058664,98.4375,578.63
99,0.219964,93.7500,491.77
100,0.275989,85.9375,487.04
101,0.210281,92.1875,527.54
102,0.379852,89.0625,486.61
103,0.200878,90.6250,497.34
104,0.420233,82.8125,478.19
105,0.404341,89.0625,470.41
106,0.282125,93.7500,539.30
107,0.235859,90.6250,488.08
108,0.255483,89.0625,511.08
109,0.222148,93.7500,519.21
110,0.235533,95.3125,472.76
111,0.310926,89.0625,488.34
112,0.431439,87.5000,525.75
113,0.423208,87.5000,478.51
114,0.605493,82.8125,502.16
115,0.144120,95.3125,481.24
116,0.287087,92.1875,470.92
117,0.428460,82.8125,543.05
118,0.198289,92.1875,486.39
119,0.231153,89.0625,475.26
120,0.261137,90.6250,508.29
121,0.599303,81.2500,484.65
122,0.162249,95.3125,488.10
123,0.140208,92.1875,520.72
124,0.307519,90.6250,487.48
125,0.305966,87.5000,495.26
126,0.092185,96.8750,519.67
127,0.314329,89.0625,489.13
128,0.272962,89.0625,545.75
129,0.267876,90.6250,482.13
130,0.434985,90.6250,477.48
131,0.202305,93.7500,541.18
132,0.338692,89.0625,510.54
133,0.404346,87.5000,640.88
134,0.204856,90.6250,489.44
135,0.347426,87.5000,480.91
136,0.505931,81.2500,530.76
