batch_idx,loss,accuracy,time_ms
1,0.116494,93.7500,516.29
2,0.113120,95.3125,525.52
3,0.070080,96.8750,554.63
4,0.064927,96.8750,546.19
5,0.153488,95.3125,535.99
6,0.037551,100.0000,498.99
7,0.192435,93.7500,571.59
8,0.141942,95.3125,501.90
9,0.157468,92.1875,567.43
10,0.146163,93.7500,494.07
11,0.107990,95.3125,510.34
12,0.147975,93.7500,569.14
13,0.082563,96.8750,487.48
14,0.066602,100.0000,543.69
15,0.045298,96.8750,487.05
16,0.189347,90.6250,519.23
17,0.246981,92.1875,571.81
18,0.027351,100.0000,499.18
19,0.117692,93.7500,584.05
20,0.082354,95.3125,494.02
21,0.252653,95.3125,579.37
22,0.100360,95.3125,495.57
23,0.066532,96.8750,657.66
24,0.096002,96.8750,495.41
25,0.030591,98.4375,654.83
26,0.083657,96.8750,496.03
27,0.021236,100.0000,520.03
28,0.143185,92.1875,582.02
29,0.122933,93.7500,521.80
30,0.076947,96.8750,587.26
31,0.142369,95.3125,527.57
32,0.222379,95.3125,556.27
33,0.143010,90.6250,502.01
34,0.080543,95.3125,588.51
35,0.198267,93.7500,500.75
36,0.146340,93.7500,535.97
37,0.143219,95.3125,560.87
38,0.144066,93.7500,522.93
39,0.147501,93.7500,590.10
40,0.015795,100.0000,502.15
41,0.142161,96.8750,563.41
42,0.062128,95.3125,505.57
43,0.119722,92.1875,505.94
44,0.157001,92.1875,650.15
45,0.186529,93.7500,503.47
46,0.089350,95.3125,637.18
47,0.276399,90.6250,506.83
48,0.220849,89.0625,609.12
49,0.093131,96.8750,501.93
50,0.219396,96.8750,633.97
51,0.059607,96.8750,500.72
52,0.075969,98.4375,592.47
53,0.169539,90.6250,499.39
54,0.077761,95.3125,589.48
55,0.097125,95.3125,507.89
56,0.102539,95.3125,615.99
57,0.110812,95.3125,501.34
58,0.091309,96.8750,562.91
59,0.062376,98.4375,521.49
60,0.271751,90.6250,550.32
61,0.049633,100.0000,539.23
62,0.191032,93.7500,498.92
63,0.035677,100.0000,590.81
64,0.086697,95.3125,518.24
65,0.095115,98.4375,517.62
66,0.082053,96.8750,623.09
67,0.112882,95.3125,551.00
68,0.102766,96.8750,586.52
69,0.090475,96.8750,544.20
70,0.076005,96.8750,581.58
71,0.056866,100.0000,514.94
72,0.049633,98.4375,658.08
73,0.182953,98.4375,512.53
74,0.051254,96.8750,601.19
75,0.064545,98.4375,512.90
76,0.242030,92.1875,563.59
77,0.163739,92.1875,527.66
78,0.254696,90.6250,516.94
79,0.166849,93.7500,660.62
80,0.139631,95.3125,522.72
81,0.158135,95.3125,587.93
82,0.184978,93.7500,513.09
83,0.127265,96.8750,614.90
84,0.071472,96.8750,559.68
85,0.215412,93.7500,544.44
86,0.101662,95.3125,567.98
87,0.127963,93.7500,552.25
88,0.083399,96.8750,564.28
89,0.035038,98.4375,548.03
90,0.100017,96.8750,564.32
91,0.068205,96.8750,595.19
92,0.007139,100.0000,515.35
93,0.043049,98.4375,606.29
94,0.032079,100.0000,515.34
95,0.080999,96.8750,592.68
96,0.044712,100.0000,510.27
97,0.098494,95.3125,604.39
98,0.118112,93.7500,514.53
99,0.099372,96.8750,640.12
100,0.019972,100.0000,550.64
101,0.110317,95.3125,557.60
102,0.045629,98.4375,515.08
103,0.193435,95.3125,603.86
104,0.054643,98.4375,514.38
105,0.079917,96.8750,643.52
106,0.051828,98.4375,513.56
107,0.150861,93.7500,587.15
108,0.065969,95.3125,508.55
109,0.110990,93.7500,594.06
110,0.117136,95.3125,514.21
111,0.163414,93.7500,591.52
112,0.093989,96.8750,509.15
113,0.063998,98.4375,576.67
114,0.040838,98.4375,507.12
115,0.075226,96.8750,512.40
116,0.108273,95.3125,622.59
117,0.107095,96.8750,549.56
118,0.131246,93.7500,570.80
119,0.096504,96.8750,511.19
120,0.058164,100.0000,611.21
121,0.068959,96.8750,511.30
122,0.076043,96.8750,656.80
123,0.073732,98.4375,494.84
124,0.115919,93.7500,540.96
125,0.037650,100.0000,532.09
126,0.076835,96.8750,580.85
127,0.114789,96.8750,497.88
128,0.136759,95.3125,588.53
129,0.102029,93.7500,497.90
130,0.111881,95.3125,652.99
131,0.110566,95.3125,502.42
132,0.095145,95.3125,629.78
133,0.060930,98.4375,500.29
134,0.134905,93.7500,560.86
135,0.188241,92.1875,504.47
136,0.133342,96.8750,496.51
137,0.100512,98.4375,601.11
138,0.121684,93.7500,495.68
139,0.131692,95.3125,583.21
140,0.115587,95.3125,501.46
141,0.117196,93.7500,543.35
142,0.117248,95.3125,529.31
143,0.030346,100.0000,541.73
144,0.007934,100.0000,543.08
145,0.102964,96.8750,554.39
146,0.095960,96.8750,501.54
147,0.130154,95.3125,498.46
148,0.061159,98.4375,641.26
149,0.157248,92.1875,508.08
150,0.090510,96.8750,594.58
151,0.130753,93.7500,502.31
152,0.080944,95.3125,607.95
153,0.080329,96.8750,499.22
154,0.105367,95.3125,560.28
155,0.091240,96.8750,499.53
156,0.072709,95.3125,498.72
157,0.124403,95.3125,603.28
158,0.040546,98.4375,497.80
159,0.046375,98.4375,596.94
160,0.130278,93.7500,541.50
161,0.126069,96.8750,545.04
162,0.086969,95.3125,579.66
163,0.048046,98.4375,510.63
164,0.078898,95.3125,507.55
165,0.156670,95.3125,611.20
166,0.070054,96.8750,503.31
167,0.228514,93.7500,552.92
168,0.083239,98.4375,543.28
169,0.148770,95.3125,546.54
170,0.225906,93.7500,521.34
