batch_idx,loss,accuracy,time_ms
1,0.046523,98.4375,659.47
2,0.042321,100.0000,498.03
3,0.078553,96.8750,515.30
4,0.044964,98.4375,607.13
5,0.088290,96.8750,518.30
6,0.072410,98.4375,629.42
7,0.145833,95.3125,513.25
8,0.040665,98.4375,611.19
9,0.118355,93.7500,509.54
10,0.078812,96.8750,584.93
11,0.035405,98.4375,517.63
12,0.115876,95.3125,514.44
13,0.078580,96.8750,613.17
14,0.057436,98.4375,519.02
15,0.025899,98.4375,596.43
16,0.152547,92.1875,512.94
17,0.120618,95.3125,516.92
18,0.020710,100.0000,609.80
19,0.193680,93.7500,512.51
20,0.111013,96.8750,660.43
21,0.212228,95.3125,509.42
22,0.050675,98.4375,652.46
23,0.039357,100.0000,520.55
24,0.056918,96.8750,603.09
25,0.029898,98.4375,508.24
26,0.021250,100.0000,613.36
27,0.019336,98.4375,509.03
28,0.051678,96.8750,576.41
29,0.088412,98.4375,511.26
30,0.057999,98.4375,602.56
31,0.053804,98.4375,510.79
32,0.114721,96.8750,514.98
33,0.055027,96.8750,624.84
34,0.050821,98.4375,527.17
35,0.118996,93.7500,661.88
36,0.139897,93.7500,510.89
37,0.108263,96.8750,630.70
38,0.140494,95.3125,561.77
39,0.147425,96.8750,561.02
40,0.012629,100.0000,517.03
41,0.080368,96.8750,617.12
42,0.057292,98.4375,511.87
43,0.124692,95.3125,587.71
44,0.055279,98.4375,512.02
45,0.061305,98.4375,517.85
46,0.065560,96.8750,655.17
47,0.159492,92.1875,522.72
48,0.061505,98.4375,596.16
49,0.092304,95.3125,517.82
50,0.067468,98.4375,538.90
51,0.087144,96.8750,558.22
52,0.047557,98.4375,514.68
53,0.068760,96.8750,633.19
54,0.103490,98.4375,515.49
55,0.155978,92.1875,631.29
56,0.090199,95.3125,511.35
57,0.058002,98.4375,619.40
58,0.073189,96.8750,573.14
59,0.051857,98.4375,568.38
60,0.159002,93.7500,560.55
61,0.049167,100.0000,511.58
62,0.095879,95.3125,563.62
63,0.039477,98.4375,494.03
64,0.046042,98.4375,500.56
65,0.074842,98.4375,618.84
66,0.030285,100.0000,495.03
67,0.078701,96.8750,653.85
68,0.062912,96.8750,499.25
69,0.057146,98.4375,522.39
70,0.038787,100.0000,582.59
71,0.035779,98.4375,498.13
72,0.022205,100.0000,614.49
73,0.218998,92.1875,503.11
74,0.031905,98.4375,637.02
75,0.038344,100.0000,503.41
76,0.268930,95.3125,648.03
77,0.070371,96.8750,498.31
78,0.195718,93.7500,529.05
79,0.110921,96.8750,565.51
80,0.065742,98.4375,509.47
81,0.058496,98.4375,639.47
82,0.086094,95.3125,505.61
83,0.052423,100.0000,569.95
84,0.071541,96.8750,498.82
85,0.142599,93.7500,574.05
86,0.088297,95.3125,502.28
87,0.082770,98.4375,500.25
88,0.019356,100.0000,626.38
89,0.031423,98.4375,504.21
90,0.048515,96.8750,586.10
91,0.053252,96.8750,504.52
92,0.019688,100.0000,550.05
93,0.042088,96.8750,545.20
94,0.031878,98.4375,502.53
95,0.107700,95.3125,593.78
96,0.103785,98.4375,525.03
97,0.045453,96.8750,561.23
98,0.087111,96.8750,545.49
99,0.088103,96.8750,525.79
100,0.039233,98.4375,552.61
101,0.099589,95.3125,499.46
102,0.026558,98.4375,563.48
103,0.179584,95.3125,502.89
104,0.074886,95.3125,580.20
105,0.027457,98.4375,524.79
106,0.058473,96.8750,568.85
107,0.100715,95.3125,502.00
108,0.036610,96.8750,574.36
109,0.103053,93.7500,503.89
110,0.081614,96.8750,554.49
111,0.130723,93.7500,558.12
112,0.053090,98.4375,530.17
113,0.074235,98.4375,570.61
114,0.028784,98.4375,504.55
115,0.071390,95.3125,597.60
116,0.122352,92.1875,500.29
117,0.070652,96.8750,599.93
118,0.090453,95.3125,501.58
119,0.101639,96.8750,645.66
120,0.029542,100.0000,505.91
121,0.068059,98.4375,585.09
122,0.062923,98.4375,504.67
123,0.058964,98.4375,500.48
124,0.118293,93.7500,637.06
125,0.024281,100.0000,545.79
126,0.039541,98.4375,570.22
127,0.055435,98.4375,572.12
128,0.106423,96.8750,541.35
129,0.108725,95.3125,536.68
130,0.052672,98.4375,555.18
131,0.111747,95.3125,502.15
132,0.130126,95.3125,505.15
133,0.077236,98.4375,581.60
134,0.081140,98.4375,503.40
135,0.115414,95.3125,584.21
136,0.116940,96.8750,502.14
137,0.104768,92.1875,593.22
138,0.047414,98.4375,500.83
139,0.081652,95.3125,504.38
140,0.018477,100.0000,614.49
141,0.123209,93.7500,502.68
142,0.122406,93.7500,607.54
143,0.021050,100.0000,500.22
144,0.004969,100.0000,568.76
145,0.073059,96.8750,498.26
146,0.078902,96.8750,502.57
147,0.122183,95.3125,654.36
148,0.059632,96.8750,504.26
149,0.122059,93.7500,595.75
150,0.071162,96.8750,498.55
151,0.087917,95.3125,583.13
152,0.065098,96.8750,504.30
153,0.021839,100.0000,573.51
154,0.109539,92.1875,514.68
155,0.090381,98.4375,504.94
156,0.082923,95.3125,595.31
157,0.100768,95.3125,498.19
158,0.031975,98.4375,562.06
159,0.070436,96.8750,502.99
160,0.119958,95.3125,528.14
161,0.059509,96.8750,547.36
162,0.078911,96.8750,543.57
163,0.035952,98.4375,522.74
164,0.040283,98.4375,499.95
165,0.093369,95.3125,623.35
166,0.036211,98.4375,504.05
167,0.149392,96.8750,613.85
168,0.086858,98.4375,499.85
169,0.070742,98.4375,569.40
170,0.164534,95.3125,520.11
171,0.131341,96.8750,527.71
172,0.040864,98.4375,552.11
173,0.044794,98.4375,560.68
174,0.102864,96.8750,513.83
175,0.023113,100.0000,527.97
176,0.096028,98.4375,563.72
177,0.111079,93.7500,552.60
178,0.123025,95.3125,533.15
179,0.049650,100.0000,501.70
180,0.090984,95.3125,585.30
181,0.053802,98.4375,500.16
182,0.083691,96.8750,558.45
183,0.082884,93.7500,502.60
184,0.114190,95.3125,547.45
185,0.034349,98.4375,518.96
186,0.074277,96.8750,497.22
187,0.129864,92.1875,604.91
188,0.088810,95.3125,500.83
189,0.029454,100.0000,564.77
190,0.069138,96.8750,495.54
191,0.082498,96.8750,520.12
192,0.158805,93.7500,587.95
193,0.060709,98.4375,576.87
194,0.059869,98.4375,521.89
195,0.080864,96.8750,495.65
196,0.075795,95.3125,631.99
197,0.133596,93.7500,508.03
198,0.090318,95.3125,595.86
199,0.207808,93.7500,496.82
200,0.044218,98.4375,635.92
201,0.106114,95.3125,502.52
202,0.029570,100.0000,584.09
203,0.059419,98.4375,504.75
204,0.116985,95.3125,649.13
205,0.160627,92.1875,502.22
206,0.037180,98.4375,565.62
207,0.089184,93.7500,507.24
208,0.151862,93.7500,507.44
209,0.061317,98.4375,604.51
210,0.110327,95.3125,500.98
211,0.102138,95.3125,643.29
212,0.078857,95.3125,503.24
213,0.113381,96.8750,568.81
214,0.041486,98.4375,502.41
215,0.075117,95.3125,551.23
216,0.030183,98.4375,524.00
217,0.070380,96.8750,498.40
218,0.077331,96.8750,587.79
219,0.036318,98.4375,503.96
220,0.032542,98.4375,545.19
221,0.050032,96.8750,554.83
222,0.098803,98.4375,508.39
223,0.061985,96.8750,570.82
224,0.059631,96.8750,501.92
225,0.131955,95.3125,597.39
226,0.091444,96.8750,499.58
227,0.063954,98.4375,571.94
228,0.059829,98.4375,500.87
229,0.030578,98.4375,506.65
230,0.021291,100.0000,602.59
231,0.052699,96.8750,501.29
232,0.077714,96.8750,615.83
233,0.053984,100.0000,496.49
234,0.030985,98.4375,574.00
235,0.012772,100.0000,515.36
236,0.073401,96.8750,501.77
237,0.094292,95.3125,653.17
238,0.137694,93.7500,507.90
239,0.080656,96.8750,546.29
240,0.046154,98.4375,539.72
241,0.069134,96.8750,491.75
242,0.121670,95.3125,585.74
243,0.069851,96.8750,495.53
244,0.105688,93.7500,585.48
245,0.055925,98.4375,495.82
246,0.144433,92.1875,493.11
247,0.110816,96.8750,602.19
248,0.110434,95.3125,502.76
249,0.034299,98.4375,561.38
250,0.067375,98.4375,502.71
251,0.087171,96.8750,506.38
252,0.090568,96.8750,631.63
253,0.065310,96.8750,521.47
254,0.084235,98.4375,595.97
255,0.150115,93.7500,498.44
256,0.136381,92.1875,597.89
257,0.054442,96.8750,502.93
258,0.041347,98.4375,619.01
259,0.045764,96.8750,505.59
260,0.063311,96.8750,600.18
261,0.037203,98.4375,496.21
262,0.106795,96.8750,547.72
263,0.047909,98.4375,519.19
264,0.137978,92.1875,497.44
265,0.104475,98.4375,595.96
266,0.051480,98.4375,509.78
267,0.106846,96.8750,627.81
268,0.122608,93.7500,512.77
269,0.027444,100.0000,590.17
270,0.046918,100.0000,495.87
271,0.059486,98.4375,565.20
272,0.073402,96.8750,501.03
273,0.092743,95.3125,497.08
274,0.085727,96.8750,656.30
275,0.081417,93.7500,509.03
276,0.063697,96.8750,591.88
277,0.106653,96.8750,498.89
278,0.033004,100.0000,562.98
279,0.053462,95.3125,517.39
280,0.105793,98.4375,557.68
281,0.272545,90.6250,499.23
282,0.159361,96.8750,566.47
283,0.091791,96.8750,499.12
284,0.084380,98.4375,501.98
285,0.073499,96.8750,643.72
286,0.051920,96.8750,502.43
287,0.033830,98.4375,534.89
288,0.040877,96.8750,549.91
289,0.103675,95.3125,497.79
290,0.049740,100.0000,595.36
291,0.065546,96.8750,504.42
292,0.045711,98.4375,507.81
293,0.078364,96.8750,626.13
294,0.151201,92.1875,520.11
295,0.073196,96.8750,595.37
296,0.079353,96.8750,499.90
297,0.030682,98.4375,634.78
298,0.068966,96.8750,495.13
299,0.071630,96.8750,613.97
300,0.064547,95.3125,502.30
301,0.102464,95.3125,623.30
302,0.061453,98.4375,504.85
303,0.036112,98.4375,551.53
304,0.084201,96.8750,518.57
305,0.208969,92.1875,524.23
306,0.133850,95.3125,563.95
307,0.065769,96.8750,496.23
308,0.090430,95.3125,568.61
309,0.071208,96.8750,505.68
310,0.033509,98.4375,535.05
311,0.029048,98.4375,538.57
312,0.048347,96.8750,506.44
313,0.182259,93.7500,646.84
314,0.033564,100.0000,502.67
315,0.080191,96.8750,652.76
316,0.060965,98.4375,506.12
317,0.040668,98.4375,583.95
318,0.043048,100.0000,497.04
319,0.099018,95.3125,562.77
320,0.076861,98.4375,497.16
321,0.075909,98.4375,502.17
322,0.055258,96.8750,627.66
323,0.120567,96.8750,496.77
324,0.118078,95.3125,588.99
325,0.047582,96.8750,501.24
326,0.052418,100.0000,597.25
327,0.118936,93.7500,498.61
328,0.109362,93.7500,500.82
329,0.084934,96.8750,595.04
330,0.119366,95.3125,503.71
331,0.010669,100.0000,626.53
332,0.051233,98.4375,501.29
333,0.061116,96.8750,593.40
334,0.079211,96.8750,505.80
335,0.208596,92.1875,595.86
336,0.059336,96.8750,499.53
337,0.055062,96.8750,583.90
338,0.034428,100.0000,497.06
339,0.033382,100.0000,501.94
340,0.141647,95.3125,608.69
341,0.185351,92.1875,551.34
342,0.158412,95.3125,550.13
343,0.135295,93.7500,498.97
344,0.037685,96.8750,587.21
345,0.025710,98.4375,499.49
346,0.064441,96.8750,586.84
347,0.073915,95.3125,504.12
348,0.079170,96.8750,608.36
349,0.025031,98.4375,499.52
350,0.126852,93.7500,561.51
351,0.113476,95.3125,529.87
352,0.038162,98.4375,515.68
353,0.077416,95.3125,605.97
354,0.094622,98.4375,545.85
355,0.009111,100.0000,534.05
356,0.102807,96.8750,498.86
357,0.114138,95.3125,599.87
358,0.103439,96.8750,505.59
359,0.032875,98.4375,503.05
360,0.050223,98.4375,614.33
361,0.229590,92.1875,502.80
362,0.112859,95.3125,634.28
363,0.079706,98.4375,505.05
364,0.075756,98.4375,533.13
365,0.173952,93.7500,560.54
366,0.084079,98.4375,496.38
367,0.079360,96.8750,590.99
368,0.037822,100.0000,504.52
369,0.107864,93.7500,550.08
370,0.097591,96.8750,535.90
371,0.047263,98.4375,569.03
372,0.079229,96.8750,509.46
373,0.102147,93.7500,574.98
374,0.010649,100.0000,503.45
375,0.063148,98.4375,502.91
376,0.024411,100.0000,612.63
377,0.016545,100.0000,503.17
378,0.094973,95.3125,597.47
379,0.044000,98.4375,503.38
380,0.062466,98.4375,640.15
381,0.036987,98.4375,499.87
382,0.025828,98.4375,519.29
383,0.095221,96.8750,590.39
384,0.018109,100.0000,498.77
385,0.146209,95.3125,585.14
386,0.045394,98.4375,524.00
387,0.181383,92.1875,521.89
388,0.046675,100.0000,579.24
389,0.018573,100.0000,556.92
390,0.104428,93.7500,618.28
391,0.062534,96.8750,499.99
392,0.099642,96.8750,504.00
393,0.122437,95.3125,603.01
394,0.119706,93.7500,548.24
395,0.053424,98.4375,542.04
396,0.134417,95.3125,535.75
397,0.063011,96.8750,570.13
398,0.009208,100.0000,494.96
399,0.064762,98.4375,636.55
400,0.074463,96.8750,502.25
401,0.041946,98.4375,639.61
402,0.036458,100.0000,499.32
403,0.052477,98.4375,640.04
404,0.049516,98.4375,502.87
405,0.087937,98.4375,622.10
406,0.034390,100.0000,504.17
407,0.047672,96.8750,582.21
408,0.138336,96.8750,502.06
409,0.067132,96.8750,570.07
410,0.109180,95.3125,502.21
411,0.018522,100.0000,508.41
412,0.076008,96.8750,605.58
413,0.043502,100.0000,510.75
414,0.175530,95.3125,658.92
415,0.096541,98.4375,504.16
416,0.051803,98.4375,605.50
417,0.213795,95.3125,508.11
418,0.063773,98.4375,584.77
419,0.100364,93.7500,505.52
420,0.044677,98.4375,519.77
421,0.117926,95.3125,593.04
422,0.045349,98.4375,538.82
423,0.039447,100.0000,564.77
424,0.047177,98.4375,523.83
425,0.145697,92.1875,586.64
426,0.072561,95.3125,497.09
427,0.068934,96.8750,588.73
428,0.162390,92.1875,500.25
429,0.069273,96.8750,568.06
430,0.101378,93.7500,507.08
431,0.052595,98.4375,505.79
432,0.102609,96.8750,587.54
433,0.078263,93.7500,499.50
434,0.047670,98.4375,583.52
435,0.087350,96.8750,501.90
436,0.077826,96.8750,546.47
437,0.079860,98.4375,558.83
438,0.129515,95.3125,504.68
439,0.218874,90.6250,650.91
440,0.054662,100.0000,511.95
441,0.112398,95.3125,562.15
442,0.041190,100.0000,554.29
443,0.114641,93.7500,578.52
444,0.152547,92.1875,504.23
445,0.105509,96.8750,554.99
446,0.029654,98.4375,570.25
447,0.065015,98.4375,611.23
448,0.071342,98.4375,566.81
449,0.111501,95.3125,525.46
450,0.107447,95.3125,503.33
451,0.135345,95.3125,632.38
452,0.082199,96.8750,500.63
453,0.059307,96.8750,564.51
454,0.076855,95.3125,520.55
455,0.091289,98.4375,565.25
456,0.028690,100.0000,515.92
457,0.023308,98.4375,550.90
458,0.057128,96.8750,545.51
459,0.058576,95.3125,580.23
460,0.082092,98.4375,502.33
461,0.065020,98.4375,509.66
462,0.085200,95.3125,603.17
463,0.106786,95.3125,501.53
464,0.029389,100.0000,558.37
465,0.057417,98.4375,502.88
466,0.096063,96.8750,591.21
467,0.077403,96.8750,501.19
468,0.103321,95.3125,646.81
469,0.072308,95.3125,496.24
470,0.099504,95.3125,649.46
471,0.010139,100.0000,503.99
472,0.040581,98.4375,594.08
473,0.055043,98.4375,508.06
474,0.014340,100.0000,551.60
475,0.089672,96.8750,533.79
476,0.062866,98.4375,517.62
